,0
debts,1.7551034061448196
greys,1.7537652583113446
strum,1.7533288603846748
wears,1.7532679122888621
swear,1.7532679122888621
wares,1.7532679122888621
resaw,1.7532679122888621
sware,1.7532679122888621
sawer,1.7532679122888621
drags,1.7531453897464215
grads,1.7531453897464215
miser,1.7526932423512003
mires,1.7526932423512003
emirs,1.7526932423512003
rimes,1.7526932423512003
talks,1.752476315829684
stalk,1.752476315829684
berms,1.7522040858389574
scary,1.7509151433572967
perks,1.7506429133665697
ureas,1.7500547165987703
nasty,1.750023044801647
tansy,1.750023044801647
antsy,1.750023044801647
snarf,1.750023044801647
shale,1.7499225427051748
leash,1.7499225427051748
heals,1.7499225427051748
hales,1.7499225427051748
selah,1.7499225427051748
haste,1.7496995180662624
heats,1.7496995180662624
hates,1.7496995180662624
spray,1.7489079216070844
prays,1.7489079216070844
raspy,1.7489079216070844
skirt,1.7487793009472474
ogres,1.7485697284458706
gores,1.7485697284458706
gorse,1.7485697284458706
goers,1.7485697284458706
gelds,1.7472975437828822
hurls,1.747084170495125
hurts,1.7468611458562127
heirs,1.7462255278227379
hires,1.7462255278227379
shire,1.7462255278227379
shier,1.7462255278227379
dorms,1.7462169595143053
herbs,1.7457363713104952
orcas,1.745719613491823
loans,1.7450505395750853
salon,1.7450505395750853
flats,1.744670453467747
scald,1.7444474288288343
clads,1.7444474288288343
germs,1.7441751988381076
yelps,1.743060075643545
types,1.7428370510046327
spend,1.7417219278100702
pends,1.7417219278100702
irons,1.7413535246926486
rosin,1.7413535246926486
scram,1.74132508388406
crams,1.74132508388406
silty,1.7411964632242227
styli,1.7411964632242227
first,1.7409734385853104
rifts,1.7409734385853104
close,1.7398717675282835
socle,1.7398717675282835
dints,1.7398583153907479
coset,1.7396487428893712
cotes,1.7396487428893712
ramps,1.7393178621338474
prams,1.7393178621338474
drips,1.7387431921961853
poles,1.737864545778071
slope,1.737864545778071
lopes,1.737864545778071
poets,1.7376415211391587
pesto,1.7376415211391587
estop,1.7376415211391587
poset,1.7376415211391587
topes,1.7376415211391587
poste,1.7376415211391587
warns,1.7375336650225475
toils,1.7360009333587487
bolts,1.7355117768465056
blots,1.7355117768465056
crash,1.7348573693555975
chars,1.7348573693555975
darks,1.734634344716685
temps,1.7332469915313957
sharp,1.7328501476053852
harps,1.7328501476053852
screw,1.7323548929757457
crews,1.7323548929757457
newts,1.7314627944200958
curse,1.729141697285654
cures,1.729141697285654
cruse,1.729141697285654
talus,1.7289678779985558
latus,1.7289678779985558
chest,1.7287864987531458
techs,1.7287864987531458
swirl,1.7287070834451232
wrist,1.728484058806211
writs,1.728484058806211
lunes,1.7284726233689163
aisle,1.7283322599650812
tunes,1.728249598730004
unset,1.728249598730004
bales,1.7278431034528383
sable,1.7278431034528383
beats,1.727620078813926
beast,1.727620078813926
baste,1.727620078813926
abets,1.727620078813926
betas,1.727620078813926
bates,1.727620078813926
purse,1.7271344755354414
super,1.7271344755354414
sprue,1.7271344755354414
sadly,1.7270515069936603
helps,1.7270023016418459
shlep,1.7270023016418459
dynes,1.7263332277251084
hilts,1.7251386892225233
blurs,1.7250047312427885
burls,1.7250047312427885
burst,1.7247817066038762
biers,1.7241460885704014
bries,1.7241460885704014
crops,1.722799372428494
corps,1.722799372428494
fores,1.722252821054197
tzars,1.7219219402986732
loads,1.7218559771281863
toads,1.721632952489274
nosed,1.7211376978596344
nodes,1.7211376978596344
gales,1.7198142164519885
stage,1.7195911918130762
gates,1.7195911918130762
roams,1.7187336321834117
roids,1.7181589622457496
mends,1.7167431682518715
canes,1.7162458222293888
acnes,1.7162458222293888
bergs,1.715628045057309
draws,1.7143391025756485
wards,1.7143391025756485
sward,1.7143391025756485
panes,1.7142386004791765
aspen,1.7142386004791765
napes,1.7142386004791765
moles,1.7128857862198723
crabs,1.712777930103261
smote,1.71266276158096
motes,1.71266276158096
tomes,1.71266276158096
nails,1.7125980126987665
slain,1.7125980126987665
snail,1.7125980126987665
saint,1.7123749880598542
stain,1.7123749880598542
satin,1.7123749880598542
antis,1.7123749880598542
hoars,1.7122659176549493
raves,1.7115623048122266
avers,1.7115623048122266
versa,1.7115623048122266
saver,1.7115623048122266
spurn,1.7114002282691267
fresh,1.7113905769179718
pairs,1.7112598648652917
hadst,1.7107707083530488
worse,1.7097634412750975
swore,1.7097634412750975
sower,1.7097634412750975
welds,1.708491256612109
cults,1.7080548586854394
marsh,1.7078713880471865
harms,1.7078713880471865
slice,1.7074192406519648
ceils,1.7074192406519648
cites,1.7071962160130525
sonly,1.7067415984267946
rouse,1.7065502455850057
stony,1.7065185737878823
holes,1.70641807169141
those,1.7061950470524976
ethos,1.7061950470524976
piles,1.7054120189017523
plies,1.7054120189017523
spiel,1.7054120189017523
prosy,1.7054034505933198
duels,1.7052780609220173
slued,1.7052780609220173
dulse,1.7052780609220173
spite,1.70518899426284
duets,1.705055036283105
plebs,1.7049228623895094
crags,1.7047490431024113
slang,1.7040799691856738
glans,1.7040799691856738
gnats,1.7038569445467615
angst,1.7038569445467615
tangs,1.7038569445467615
grasp,1.702741821352199
serum,1.7021557159772427
muser,1.7021557159772427
helms,1.7020235420836471
lakes,1.701303171422252
leaks,1.701303171422252
slake,1.701303171422252
kales,1.701303171422252
lofts,1.7011659824539824
takes,1.7010801467833396
stake,1.7010801467833396
steak,1.7010801467833396
skate,1.7010801467833396
teaks,1.7010801467833396
scold,1.7009429578150699
colds,1.7009429578150699
clods,1.7009429578150699
rings,1.7003829543032372
grins,1.7003829543032372
plods,1.6989357360648574
shrew,1.698901197138872
lurks,1.6984647992122022
corms,1.697820612870295
skier,1.6976061565398153
kerbs,1.6971170000275724
romps,1.6958133911200828
proms,1.6958133911200828
usher,1.6956880014487805
brays,1.695382008268087
gilts,1.6950303629693373
scalp,1.6940438604346117
clasp,1.6940438604346117
claps,1.6940438604346117
sworn,1.6940291940087828
pacts,1.6938208357956994
false,1.693497309060315
fleas,1.693497309060315
leafs,1.693497309060315
feast,1.6932742844214026
feats,1.6932742844214026
fates,1.6932742844214026
cased,1.69305125978249
start,1.6918136140454871
stars,1.6918136140454871
tarts,1.6918136140454871
tsars,1.6918136140454871
sneer,1.6913183594158476
dorks,1.6911298737029203
spade,1.6910440380322775
lusty,1.6906589368502651
furls,1.6906589368502651
turfs,1.6904359122113528
crisp,1.6903468455521753
scrip,1.6903468455521753
curds,1.6902128875724403
cruds,1.6902128875724403
boars,1.6901864784026128
fires,1.6898002941778782
fries,1.6898002941778782
serif,1.6898002941778782
vents,1.6897571869434602
pints,1.6894547469965253
dials,1.6894034502518676
bytes,1.6893111376656353
means,1.6892598409209778
names,1.6892598409209778
manes,1.6892598409209778
amens,1.6892598409209778
manse,1.6892598409209778
staid,1.6891804256129552
balds,1.6889142937396247
dines,1.6886851709833157
snide,1.6886851709833157
bends,1.6881960144710726
grays,1.6873531212672372
racks,1.686237998072675
tells,1.6859657680819478
steel,1.6859657680819478
sleet,1.6859657680819478
stele,1.6859657680819478
barms,1.68579194879485
lotus,1.6854634069847911
louts,1.6854634069847911
tanks,1.685345899517025
stank,1.685345899517025
birds,1.6852172788571878
dribs,1.6852172788571878
lobes,1.6843386324390734
parks,1.6842307763224624
spark,1.6842307763224624
besot,1.6841156078001611
fords,1.6833240113409833
ashen,1.6827921263925154
rinks,1.6818719092735006
wales,1.6810079292812155
weals,1.6810079292812155
glads,1.6808854067387748
waste,1.6807849046423031
sweat,1.6807849046423031
miles,1.6804332593435536
smile,1.6804332593435536
slime,1.6804332593435536
limes,1.6804332593435536
times,1.6802102347046413
items,1.6802102347046413
mites,1.6802102347046413
smite,1.6802102347046413
emits,1.6802102347046413
hairs,1.6798133907786306
brash,1.6793242342663879
scaly,1.67865516034965
clays,1.67865516034965
scarf,1.6784321357107377
kelps,1.678382930358923
wurst,1.6779465324322533
grams,1.6777630617940003
saute,1.6775717089522113
wires,1.6773109143987788
wiser,1.6773109143987788
weirs,1.6773109143987788
grids,1.6771883918563382
girds,1.6771883918563382
brews,1.6768217578865356
plays,1.6766479385994377
palsy,1.6766479385994377
splay,1.6766479385994377
kilts,1.6765193179396007
pasty,1.6764249139605254
patsy,1.6764249139605254
ogles,1.6763097454382239
loges,1.6763097454382239
legos,1.6763097454382239
goest,1.6760867207993115
molds,1.6739569765066586
horsy,1.6739569765066586
heist,1.6737425201761789
rebus,1.673608562196444
rubes,1.673608562196444
coals,1.6734596304841762
colas,1.6734596304841762
beths,1.6732533636639362
coast,1.673236605845264
coats,1.673236605845264
tacos,1.673236605845264
ascot,1.673236605845264
costa,1.673236605845264
cones,1.6727413512156244
scone,1.6727413512156244
clefs,1.6725842897471983
opals,1.6714524087339637
later,1.6714178698079785
alert,1.6714178698079785
alter,1.6714178698079785
words,1.6708346315618838
sword,1.6708346315618838
razes,1.670748795891241
opens,1.6707341294654119
peons,1.6707341294654119
pones,1.6707341294654119
lions,1.669093541685002
loins,1.669093541685002
clams,1.6690651008764132
calms,1.6690651008764132
lifts,1.6687134555776637
flits,1.6687134555776637
dress,1.6681237969689486
reeds,1.6681237969689486
seder,1.6681237969689486
roves,1.668057833798462
servo,1.668057833798462
verso,1.668057833798462
overs,1.668057833798462
holds,1.6674892619781962
lamps,1.6670578791262007
palms,1.6670578791262007
psalm,1.6670578791262007
plasm,1.6670578791262007
stamp,1.6668348544872884
tamps,1.6668348544872884
velds,1.6667856491354736
dames,1.6660652784740788
meads,1.6660652784740788
craws,1.6659427559316384
surge,1.6655796751955942
urges,1.6655796751955942
scrim,1.6653680859939763
lawns,1.6652736820149008
wants,1.6650506573759885
limns,1.664699012077239
mints,1.6644759874383266
wraps,1.663935534181426
warps,1.663935534181426
okras,1.6636465463720267
prism,1.663360864243764
prims,1.663360864243764
drums,1.663226906264029
tykes,1.662771205635049
kerfs,1.662771205635049
clash,1.6625973863479508
chats,1.6623743617090385
ulnas,1.662060486324809
aunts,1.6618374616858966
tunas,1.6618374616858966
tuans,1.6618374616858966
anise,1.661201843652422
frays,1.6610362138755637
supra,1.660722338491334
beans,1.660712687140179
banes,1.660712687140179
plash,1.6605901645977386
longs,1.6605754981719092
paths,1.6603671399588262
staph,1.6603671399588262
tongs,1.6603524735329969
clews,1.660094909968099
sandy,1.6599210906810011
heads,1.6595975639456166
shade,1.6595975639456166
hades,1.6595975639456166
marks,1.6592520167642637
sprog,1.6592373503384343
dirks,1.6586773468266016
ruins,1.6583634714423723
hints,1.6580082729098642
thins,1.6580082729098642
burns,1.6578743149301294
nurbs,1.6578743149301294
swept,1.6578646635789742
stoke,1.657575675769575
tokes,1.657575675769575
clues,1.6568817142780072
wilts,1.6562240757985642
nosey,1.6553454293804502
pulse,1.6548744925277947
upset,1.6546514678888824
setup,1.6546514678888824
fends,1.6538502200785494
tryst,1.6535046728971965
shark,1.6527843022358015
harks,1.6527843022358015
biles,1.6518861055627547
amyls,1.651669179041239
bites,1.6516630809238424
farms,1.6514461544023267
mayst,1.6514461544023267
idyls,1.651094509103577
clops,1.6505393894208473
damns,1.6503310312077641
floes,1.6499928380465503
rungs,1.6498454279292796
codes,1.6495467887687254
coeds,1.6495467887687254
grabs,1.6492159080132016
brags,1.6492159080132016
garbs,1.6492159080132016
rolls,1.6485321676706348
roots,1.6483091430317225
sorts,1.6483091430317225
roost,1.6483091430317225
trots,1.6483091430317225
torso,1.6483091430317225
torts,1.6483091430317225
posed,1.647539567018513
dopes,1.647539567018513
volts,1.6469709951982474
loams,1.646473649175765
molas,1.646473649175765
atoms,1.6462506245368527
moats,1.6462506245368527
stoma,1.6462506245368527
solid,1.645898979238103
idols,1.645898979238103
omens,1.6457553699072132
meson,1.6457553699072132
hasty,1.6449784398738645
gluts,1.6444928365953797
hands,1.6438633166793017
gyros,1.6438486502534726
rocks,1.64273352705891
corks,1.64273352705891
space,1.6426476913882675
paces,1.6426476913882675
capes,1.6426476913882675
knots,1.6418414285032603
wends,1.64136084029945
midst,1.6412814249914276
cunts,1.6409244423727802
porks,1.6407263053086978
areas,1.640640469638055
erase,1.640640469638055
rears,1.640640469638055
sears,1.640640469638055
rasae,1.640640469638055
arses,1.640640469638055
since,1.6402888243393057
shoal,1.6400059346473026
halos,1.6400059346473026
oaths,1.6397829100083903
shoat,1.6397829100083903
yules,1.639485792442833
slave,1.63930232180458
salve,1.63930232180458
vales,1.63930232180458
veals,1.63930232180458
laves,1.63930232180458
shone,1.6392876553787508
hones,1.6392876553787508
suety,1.6392627678039207
flesh,1.6391305939103251
shelf,1.6391305939103251
stave,1.6390792971656676
pails,1.638999881857645
lapis,1.638999881857645
warms,1.6389567746232272
swarm,1.6389567746232272
punts,1.6389172206225677
hefts,1.6389075692714128
lauds,1.63886592387791
duals,1.63886592387791
pitas,1.6387768572187327
tapis,1.6387768572187327
spine,1.6382816025890932
pines,1.6382816025890932
snipe,1.6382816025890932
penis,1.6382816025890932
dunes,1.6381476446093581
nudes,1.6381476446093581
ideas,1.638007281205523
aside,1.638007281205523
aides,1.638007281205523
based,1.6375181246932802
beads,1.6375181246932802
golds,1.6373809357250102
owest,1.6372804336285385
cribs,1.6368209322131775
arums,1.6357435789331354
vires,1.6356053069221432
viers,1.6356053069221432
rives,1.6356053069221432
maths,1.6353883804006275
cloys,1.6351506893358856
verbs,1.6351161504099003
drubs,1.6346797524832304
louse,1.634290262577359
ousel,1.634290262577359
snake,1.6341727551095928
sneak,1.6341727551095928
fonts,1.6340355661413233
ploys,1.633143467585673
typos,1.6329204429467608
profs,1.6329204429467608
ponds,1.6318053197521982
trend,1.6317707808262127
barks,1.630704862983465
mules,1.629895732969596
mutes,1.6296727083306837
egads,1.6294892376924304
degas,1.6294892376924304
sling,1.6281229712955905
lings,1.6281229712955905
sting,1.6278999466566781
tings,1.6278999466566781
zeros,1.6272443248774764
grips,1.6267848234621156
sprig,1.6267848234621156
prigs,1.6267848234621156
drugs,1.6266508654823806
welsh,1.6266412141312254
whets,1.626418189492313
thews,1.626418189492313
likes,1.6253461735321686
kites,1.6251231488932563
tikes,1.6251231488932563
saran,1.6249062223717403
nutsy,1.623528520537606
fairs,1.623388157133771
stomp,1.6233303834735238
shute,1.6232049938022215
barfs,1.622899000621528
modes,1.6225608074603142
domes,1.6225608074603142
demos,1.6225608074603142
crows,1.6224382849178736
syrup,1.6224133973430435
sylph,1.622281223449448
bands,1.6217838774269653
towns,1.6215461863622238
wonts,1.6215461863622238
prows,1.6204310631676613
cress,1.6197274503249384
stall,1.6195536310378404
lasts,1.6195536310378404
atlas,1.6195536310378404
salts,1.6195536310378404
slats,1.6195536310378404
scour,1.6192250892277817
lochs,1.619092915334186
tense,1.6188353517692886
nests,1.6188353517692886
tents,1.6188353517692886
teens,1.6188353517692886
snout,1.618332990672132
iotas,1.618192627268297
clips,1.6180868625445286
bolas,1.6179264953949661
ducts,1.6177298799258812
press,1.617720228574726
peers,1.617720228574726
spree,1.617720228574726
preps,1.617720228574726
boats,1.6177034707560538
boast,1.6177034707560538
noise,1.6176973726386574
acmes,1.6176689318300685
maces,1.6176689318300685
flies,1.6175403111702316
files,1.6175403111702316
feist,1.6173172865313192
pours,1.6172178674775695
bones,1.6172082161264143
dices,1.6170942618924067
synod,1.6164166196672365
hosed,1.6160930929318518
shoed,1.6160930929318518
rills,1.616079640794316
stirs,1.6158566161554038
spied,1.6150870401421942
stagy,1.6148701136206782
scrum,1.6148305596200188
mails,1.6140211222994463
lacks,1.6139780150650282
slack,1.6139780150650282
calks,1.6139780150650282
wanes,1.6138775129685563
weans,1.6138775129685563
stack,1.613754990426116
tacks,1.613754990426116
lambs,1.6135319657872034
balms,1.6135319657872034
mines,1.6133028430308944
miens,1.6133028430308944
necks,1.6132597357964764
rumps,1.6128233378698065
chase,1.6112012173016064
aches,1.6112012173016064
folds,1.6110640283333366
asked,1.6109781926626938
goals,1.6098976083941166
gaols,1.6098976083941166
brims,1.6098349509047665
goats,1.6096745837552042
togas,1.6096745837552042
links,1.609611926265854
slink,1.609611926265854
kilns,1.609611926265854
pansy,1.6095175222867786
stink,1.6093889016269416
knits,1.6093889016269416
skint,1.6093889016269416
shape,1.609193995551394
phase,1.609193995551394
heaps,1.609193995551394
crush,1.6083628450915568
forms,1.607941683388562
hails,1.6075534077709839
hunts,1.6074707465359068
shunt,1.6074707465359068
saith,1.6073303831320715
blahs,1.6070642512587412
blash,1.6070642512587412
baths,1.6068412266198289
bahts,1.6068412266198289
shine,1.606835128502432
giros,1.6062005935116799
facts,1.6059491280641787
wiles,1.605050931391132
gilds,1.6049284088486915
learn,1.6045104781342316
renal,1.6045104781342316
flaps,1.6041649309528787
fades,1.6031723303007568
eyers,1.6023315284897643
ileus,1.6018377357010403
yours,1.6018291673926077
savor,1.6016456967543546
suite,1.601614711062128
frosh,1.6014739688600996
blues,1.6013485791887974
lubes,1.6013485791887974
tubes,1.601125554549885
tipsy,1.600467916070442
study,1.600333958090707
dusty,1.600333958090707
seamy,1.6002730099948945
vends,1.5996552328228144
axles,1.5993809114392445
axels,1.5993809114392445
sugar,1.599167538151487
taxes,1.599157886800332
texas,1.599157886800332
scope,1.5991432203745028
copse,1.5991432203745028
copes,1.5991432203745028
wolds,1.5985746485542371
zeals,1.5984888128835943
lazes,1.5984888128835943
zetas,1.598265788244682
coils,1.5975026325940926
stoic,1.5972796079551803
roses,1.5971359986242903
sores,1.5971359986242903
sorer,1.5971359986242903
myths,1.5970794392523369
blocs,1.5970134760818495
jolts,1.5958983528872874
sleds,1.595863813961302
dells,1.595863813961302
solve,1.5957978507908153
loves,1.5957978507908153
steed,1.5956407893223896
